query,model,quality_score,latency,cost
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model1,0.5798,677.43,1.5693
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model2,0.6136,842.37,1.8403
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model3,0.8722,864.99,2.3754
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model4,0.7925,996.36,3.0119
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model5,0.8063,1001.90,3.5560
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model6,0.8902,1053.99,4.6931
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model7,0.8764,1317.11,5.6594
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model8,0.8554,1430.55,7.3925
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model9,0.8949,1504.58,9.3122
分析下面 SQL 的性能问题并给出索引建议：SELECT * FROM orders WHERE user_id=2 ORDER BY created_at DESC; 要求包含2个要点，控制在200字以内。,Model10,0.9091,1613.14,11.5205
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model1,0.8311,849.13,2.0491
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model2,0.7623,942.41,2.4429
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model3,0.7407,929.31,3.2503
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model4,0.7185,1072.81,3.9673
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model5,0.8384,1209.00,4.8403
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model6,0.7719,1161.50,6.1433
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model7,0.8139,1321.53,7.7378
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model8,0.8690,1564.96,9.6689
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model9,0.8812,1694.47,11.7194
请把下面材料压缩成三点摘要：企业上线多模型后，需要在质量、成本和延迟之间进行路由选择。 要求包含3个要点，控制在217字以内。,Model10,0.8887,1798.24,15.0850
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model1,0.8218,607.29,1.6305
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model2,0.9154,761.96,1.9536
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model3,0.8284,693.39,2.6702
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model4,0.8052,788.78,3.1068
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model5,0.9081,896.79,3.7434
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model6,0.8553,964.60,4.5851
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model7,0.8805,1034.51,5.9329
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model8,0.9268,1137.49,7.3221
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model9,0.9330,1303.87,9.2854
将下面中文翻译成英文：系统应先满足质量阈值，再选择成本最低的模型。 要求包含4个要点，控制在234字以内。,Model10,0.9420,1383.95,12.1531
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model1,0.8759,736.16,1.6131
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model2,0.8107,775.50,2.0258
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model3,0.8704,772.86,2.4187
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model4,0.7808,978.49,3.0151
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model5,0.8553,951.46,3.6402
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model6,0.8575,1143.16,4.7808
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model7,0.8499,1182.27,6.3405
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model8,0.8859,1317.99,7.3180
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model9,0.9038,1629.11,9.5361
从订单描述中抽取订单号、金额、日期，并按 JSON 返回：订单A8，金额65元，日期2026-09-18。 要求包含5个要点，控制在251字以内。,Model10,0.9139,1575.41,11.9132
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model1,0.7409,834.26,1.5876
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model2,0.7633,914.83,1.9675
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model3,0.7435,962.04,2.6549
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model4,0.7826,1146.80,3.2109
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model5,0.8309,1156.67,3.7223
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model6,0.8143,1279.15,4.8962
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model7,0.8418,1265.25,5.9220
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model8,0.8604,1337.15,7.7139
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model9,0.8681,1723.04,9.6524
比较请求调度与大模型路由的主要区别，并给出适用条件。 要求包含2个要点，控制在268字以内。,Model10,0.8815,1852.28,12.4491
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model1,0.6177,685.79,1.3585
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model2,0.6550,725.50,1.7025
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model3,0.7141,888.98,2.0903
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model4,0.8894,851.13,2.5985
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model5,0.8490,1065.36,3.0926
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model6,0.8739,1162.97,3.7200
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model7,0.9078,1146.57,4.8927
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model8,0.8887,1273.91,6.2285
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model9,0.9113,1432.74,7.7282
求解方程 7x + 42 = 33，写出计算过程。 要求包含3个要点，控制在285字以内。,Model10,0.9285,1477.60,9.5448
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在82字以内。,Model1,0.5221,697.17,1.6061
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在82字以内。,Model2,0.5565,899.81,1.9637
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在82字以内。,Model3,0.8372,998.81,2.4669
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在82字以内。,Model4,0.7424,1063.94,2.9846
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在82字以内。,Model5,0.7711,1088.00,3.5810
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在82字以内。,Model6,0.8632,1153.84,4.3612
用 Python 编写函数，将列表中的重复元素去除并保持原顺序。 要求包含4个要点，控制在82字以内。,Model7,0.8523,1487.28,5.7474
